Source,Word,Definition
Abbriviation,kilometre&KMS,Knowledge Management System (AI)
Abbriviation,inductanceL.O.,Local Oscillator
Abbriviation,level zeroL,Layer 1
Abbriviation,LetterGramLH,Local Host
Abbriviation,LINK_GRANT,Cordless Fixed Part Acknowledgement Assigning Call Reference ID
Abbriviation,LOCaliserLocation Number,Geographical area in a PLMN identified as a number. In PPS 3.0 the Location Number can be used for charging purposes.
Abbriviation,Local PLMNLPM,Lines Per Minute
Abbriviation,MegaHertzMI,Miscellaneous Item (ETSI)
Abbriviation,millimetreMMBS,MultiMedia Base Station
Abbriviation,MS_RXLEV_L,Lower Receive Level. Threshold of RXLEV received from the serving BS below which either power control or handover must take place
Abbriviation,"MT (0,1,2)",Mobile Termination
Abbriviation,NIU-Forum,North American ISDN Users' Forum
Abbriviation,No Service,"No Service is valid when the Active and Passive Services are suspended. Only specified calls, including emergency calls, are allowed."
Abbriviation,OSCillator.OSCAR,Orbit Satellite Carrying Amateur Radio
Abbriviation,Order WireOWC,One-Way Communication
Abbriviation,PrompTASC,see PTASC
Abbriviation,ProtoTASC,A prototype and simulation tool
Abbriviation,Queue FiLe+QFP,Quad Flat Package (Square IC Package)
Abbriviation,Read/OnlyR/T,Receive/Transmit
Abbriviation,Read/WriteR,signalling system R2
Abbriviation,Funkortung,LINK-TIMEOUT The timeout period for radio link failure
Abbriviation,REFerenceuRefill,Procedure for adding value to a PPS account and possibly update Service Fee Period and/or Supervision Period
Abbriviation,RESETtingREV,REVerse Charging
Abbriviation,RePeTitionRPV,Remote Piloted Vehicle
Abbriviation,RXLEV_MIN,The minimum received signal level at a MS from a neighbouring cell for handover to be permitted
Abbriviation,RXQUAL_SUB,Received signal quality assessed over a subset of 12 TDMA frames
Abbriviation,Super VHSS/H,Sample and Hold
Abbriviation,SMS-IWMSC,Interworking MSC for Short Message Service A function of an MSC capable of receiving a short message from within the PLMN and submitting it to the recipient SC.
Abbriviation,SMS-SUBMIT,"Short message transfer protocol data unit containing user data (the short message), being sent from an MS to an SC."
Abbriviation,Subscriber,"Subscriber is the person who refills the ac- count and pays the Service Fees. Subscriber does not necessarily mean end user, but from the service’s point of view, end user and sub- scriber are the same for PPS 3.0."
Abbriviation,SUPerVisorSUS,SUSpend message
Abbriviation,TransportT-CSI,Terminating CSI
Abbriviation,Tape Mark2TMA,Telecommunications Managers Association (UK)
Abbriviation,TP-StatusTP-UD,TP-UD TP-User-Data
Abbriviation,TRADACOMS,Trading Data Communications
Abbriviation,Tape Unit/TUA,Telecommunications Users Association (UK)
Abbriviation,TypeWriterTWA,Two Way Alternate
Abbriviation,User planeU/C,Up-Converter
Abbriviation,Upper Case+UCCD,user-dependent call connection delay
Abbriviation,Unisys NMS!UNN,Unallocated National Number
Abbriviation,User Part!UPA,User Part Available message
Abbriviation,"Up to Date""UPI",User Personal Identification
Abbriviation,Value only*V-MOS,V-groove Metal Oxide Semiconductor
Abbriviation,Voice MailVMA,Voice Mail Application
Abbriviation,Work OrderWOM,Word Organized Memory
Abbriviation,"OFF-signal,XOM",XAPIA and X/Open Object Management API
Abbriviation,ON- signalXOR,eXclusive OR
Abbriviation,luminance+YACC,Yet Another Compiler Compiler (UNIX)
Abbriviation,Zone CodeZCO,Zero-Cross-Over
Abd-almalek,CAbsolute Pressure,Gage pressure plus atmospheric pressure.
Abd-almalek,jAbsorption(of water vapor),Retention (of water vapor) by penetration into the bulk of a material.
Abd-almalek,dAcceleration,"The first derivative of velocity with respect to time. Units expressed in ""g""."
Abd-almalek,Acoustics,"The degree of sound. The nature, cause, and phenomena of the vibrations of elastic bodies; which vibrations create compressional waves or wave fronts which are transmitted through various media, such as air, water, wood, steel, etc."
Abd-almalek,kAddress,The label or number identifying the memory location where a unit of information is stored.
Abd-almalek,LAlphanumeric,A character set that contains both letters and digits.
Abd-almalek,GAmbient Pressure,Pressure of the air surrounding a transducer.
Abd-almalek,Amplifier,A device which draws power from a source other than the input signal and which produces as an output an enlarged reproduction of the essential features of its input.
Abd-almalek,Anemometer,An instrument for measuring and/or indicating the velocity of air flow.
Abd-almalek,jApplication Program,"A computer program that accomplishes specific tasks, such as word processing."
Abd-almalek,Axial Load,A load applied along or parallel to and concentric with the primary axis.
Abd-almalek,WBaseband Signal,The frequency bandwidth of the fundamental signal of interest.
Abd-almalek,Baud Rate,The speed at which data is transmitted. Measured in symbols per second. This is not the same as bits-per-second since each symbol can carry several bits of information.
Abd-almalek,oBit,"Acronym for binary digit. The smallest unit of computer information, it is either a binary 0 or 1."
Abd-almalek,vBit Rate,The rate of transfer of information necessary to ensure satisfactory reproduction of the information
Abd-almalek,UBridge,A Wheatstone bridge configuration utilizing four active strain gages.
Abd-almalek,nBridge Resistance,The nominal value of the individual legs that make up a complete Wheatstone bridge.
Abd-almalek,TBrouter,A device that performs the functions of both a bridge and a router.
Abd-almalek,uBurst Pressure,The maximum pressure applied to a transducer sensing element or case without causing leakage.
Abd-almalek,PByte,The representation of a character in binary. Eight bits in length.
Abd-almalek,nCalibration,The comparison of transducer voltage outputs against the outputs of a reference standard.
Abd-almalek,cSDSL:,"SDSL stands for Symmetrical DSL, where the data rate is the same in both directions."
Abd-almalek,vEthernet,"Xerox standard networking protocol used in local area networks, often connecting dissimilar devices."
Abd-almalek,xFloating-Point Processor,Used in multiple calculations to obtain high precision with an unlimited dynamic range
Abd-almalek,ZFixed-Point Processor,Used in multiple calculations with a limited dynamic range.
Abd-almalek,aImage Processing,Enhancing an image or extracting information or features from an image.
Abd-almalek,USerial transmission,Sending one bit at a time on a single transmission line.
Abd-almalek,Convection,Transmission of energy or mass in a medium by movement of the medium itself.
Abd-almalek,RCFM,The volumetric flow rate of a liquid or gas in cubic feet per minute.
Abd-almalek,Character,"A letter, digit or other symbol that is used as the representation of data. A connected sequence of characters is called a character string."
Abd-almalek,nAttenuation,"Power loss in an electrical system. In cables, generally expressed in dB per unit length."
Abd-almalek,YClear,"To restore a device to a prescribed initial state, usually the zero state."
Abd-almalek,jChecksum,A block check character that is formed by taking the sum of the binary data transmitted.
Abd-almalek,PCermet,Resistive element made from a mixture of glass and metal oxides.
Abd-almalek,Check Sum,"A number, determined by adding up all the data in a file, used to identify its contents. Often only some (4) of the least significant digits (those on the right side) are recorded as they are the ones most likely to change if the data changes."
Abd-almalek,NClock,The device that generates periodic signals for synchronization.
Abd-almalek,Color Code,"The ANSI established color code for thermocouple wires in the negative lead is always red. Color Code for base metal thermocouples is yellow for Type K, black for Type J, purple for Type E and blue for Type T."
Abd-almalek,bCommunications Port,A connection on a terminal through which data is input and/or output.
Abd-almalek,cComplex Function,Any mathematically defined relationship given by the following expression
Abd-almalek,zConductance,The measure of the ability of a solution to carry an electrical current. (See Equivalent Conductance)
Abd-almalek,xCoulomb,"A measurement of the quantity of electrical charge, usually expressed as pico coulomb (10-12 coulombs)."
Abd-almalek,kCounter Weight,A weight added to a body so as to reduce a calculated unbalance at a desired place.
Abd-almalek,Crosstalk,The unwanted transfer of energy from one communications circuit to another.
Abd-almalek,Cryogenics,"Measurement of temperature at extremely low values, i.e., below -200°C."
Abd-almalek,Cure Point,The temperature at which a normally magnetic material goes through a magnetic transformation and becomes non-magnetic.
Abd-almalek,xCurrent,The rate of flow of electricity. The unit of the ampere (A) defined as 1 ampere = 1 coulomb per second.
Abd-almalek,Data Base,A large amount of data stored in a well-organized manner. A data base management system (DBMS) is a program that allows access to the information.
Abd-almalek,rDC,Direct current; an electric current flowing in one direction only and substantially constant in value.
Abd-almalek,iDecimal,Refers to a base ten number system using the characters 0 through 9 to represent values.
Abd-almalek,Deflection,The change in length along the primary axis or distance a diaphragm moves at the center between no-load and rated load conditions.
Abd-almalek,Deviation,The difference between the value of the controlled variable and the value at which it is being controlled.
Abd-almalek,Desorption,Release of adsorbed or absorbed material .
Abd-almalek,DIN ,The standard that defines the characteristics of a 100 ohm platinum RTD having a resistance vs. temperature curve specified by a = 0.00385 ohms per degree.
Abd-almalek,Dithering,"The technique of adding controlled amounts of noise to a signal to improve overall system loop control, or to smear quantizing error in an A/D convertor application. """
Abd-almalek,XDMA,Acronym direct memory access. A high speed data storage mode of the IBM PC.
Abd-almalek,CDSP,Digital signal processing or digital signal processor.
Abd-almalek,UDual Element Sensor,A sensor assembly with two independent sensing elements.
Abd-almalek,Duty Cycle,The total time to one on/off cycle. Usually refers to the on/off cycle time of a temperature controller.
Abd-almalek,J16-bit word,"16-bit short data word, uses on 16-bit memory column."
Abd-almalek,O32-bit word,"Standard 32-bit data word, uses two 16-bit memory columns."
Abd-almalek,Zero Point,The electrical zero point where zero millivolts would be displayed. Used in conjunction with the slope control to provide a narrower range calibration.
Abd-almalek,lZero Power Resistance,The resistance of a thermistor or RTD element with no power being dissipated.
Abd-almalek,pWHOIS,An Internet program which allows users to query a database of people and other Internet entities.
Abd-almalek,zWetted Parts,"The diaphragm and pressure port material that comes in direct contact with the medium (gas, liquid)."
Abd-almalek,AVelocity,The time rate of change of displacement; dx/dt.
Abd-almalek,HVoltage,An electrical potential which can be measured in volts.
Abd-almalek,Voltmeter,An instrument used to measure voltage.
Abd-almalek,dUltraviolet,That portion of the electromagnetic spectrum below blue light (380 nanometers).
Abd-almalek,Unbalance,That condition which exists in a rotor when vibratory force or motion is imparted to its bearings as a result of centrifugal forces.
Abd-almalek,Undershoot,"The difference in temperature between the temperature a process goes to, below the set point, after the cooling cycle is turned off and the set point temperature."
Abd-almalek,cUnion,A form of pipe fitting where two extension pipes are joined at a separable coupling.
Abd-almalek,bTerminal,An input/output device used to enter data into a computer and record the output.
Abd-almalek,gThermal Conductivity,The property of a material to conduct heat in the form of thermal energy.
Abd-almalek,lThermal Gradient,The distribution of a differential temperature through a body or across a surface.
Abd-almalek,Thermistor,A temperature-sensing element composed of sintered semiconductor material which exhibits a large change in resistance proportional to a small change in temperature. Thermistors usually have negative temperature coefficients.
Abd-almalek,Token Ring,"A LAN standard, also known as IEE 802.5, that connects a ring topology. Token Ring LANs operate at 4 Mb/s or 16 Mb/s."
Abd-almalek,Transducer,"A device (or medium) that converts energy from one form to another. The term is generally applied to devices that take physical phenomenon (pressure, temperature, humidity, flow, etc.) and convert it to an electrical signal."
Abd-almalek,VTransient Vibration,A temporary vibration or movement of a mechanical system.
Abd-almalek,ETransmitter,A transducer that has a 4-20 mA two wire output.
Abd-almalek,xScroll,"To move all or part of the screen material up to down, left or right, to allow new information to appear"
Abd-almalek,XSelf Heating,Internal heating of a transducer as a result of power dissipation.
Abd-almalek,gSensing Element,The part of the transducer which reacts directly in response to the measurand.
Abd-almalek,hSensitivity,The ratio of change in transducer output to a change in the value of the measurand.
Abd-almalek,eSensitivity Shift,A change in slope of the calibration curve due to a change in sensitivity.
Abd-almalek,zShear Stress,"Where normal stress is perpendicular to the designated plane, shear stress is parallel to the plane."
Abd-almalek,uShearing Strain,"A measure of angular distortion also directly measurable, but not as easily as axial strain."
Abd-almalek,WSHTTP,"Secure-Hypertext Transfer Protocol, Security Protocols For The Internet."
Abd-almalek,Solvation,Ions in solution are normally combined with at least one molecule of solvent. This phenomenon is termed solvation.
